,index,Speed,Location,County,State,Lat,Lon,Comments,datetime
3330,302,UNK,Knoxville,Johnson,AR,35.38,-93.36,Corrects previous tstm wnd dmg report from Knoxville. Trees down in Knoxville. (LZK),2023-06-18 06:13:00
3331,303,UNK,1 NNE Nashville,Howard,AR,33.95,-93.85,Numerous trees and power lines were downed throughout Howard County... including the city of Nashville. (SHV),2023-06-18 06:14:00
3332,304,UNK,1 W Ashdown,Little River,AR,33.67,-94.14,Reports of trees snapped and uprooted in Ashdown from COOP Observer. (SHV),2023-06-18 06:16:00
3333,305,UNK,Ashdown,Little River,AR,33.68,-94.13,Corrects previous tstm wnd dmg report from Winthrop. Reports of multiple trees down in Ashdown. (SHV),2023-06-18 06:17:00
3334,306,74,7 S Tahlequah,Cherokee,OK,35.82,-94.97,(TSA),2023-06-18 06:20:00
3335,307,UNK,Knoxville,Johnson,AR,35.38,-93.36,Corrects previous tstm wnd dmg report from Knoxville. Corrects previous tstm wnd dmg report from Knoxville. Trees down in Knoxville. (LZK),2023-06-18 06:21:00
3336,308,80,Chouteau,Mayes,OK,36.19,-95.34,(TSA),2023-06-18 06:21:00
3337,309,UNK,1 ESE Piney,Johnson,AR,35.34,-93.32,Multiple trees down on Hwy 64 and Hwy 359. (LZK),2023-06-18 06:26:00
3338,310,UNK,Murfreesboro,Pike,AR,34.06,-93.69,Multiple trees and power lines down across highways 301... 26... and 27 around Murfreesboro. (LZK),2023-06-18 06:35:00
3339,311,UNK,Checotah,McIntosh,OK,35.47,-95.52,Several trees down. (TSA),2023-06-18 06:35:00
3340,312,UNK,3 SW Grove,Delaware,OK,36.56,-94.8,Report of tree limbs... up to 3 inches in diameter broken or damaged. (TSA),2023-06-18 06:35:00
3341,313,UNK,3 SSW Oakhaven,Hempstead,AR,33.69,-93.64,Reports of trees down throughout the county including near the Hope Arkansas Airport. (SHV),2023-06-18 06:37:00
3342,314,UNK,Dardanelle,Yell,AR,35.23,-93.17,Several trees reported down in the Dardanelle area. (LZK),2023-06-18 06:38:00
3343,315,UNK,Stilwell,Adair,OK,35.82,-94.63,Trees damaged. (TSA),2023-06-18 06:38:00
3344,316,UNK,1 NNE Russellville,Pope,AR,35.29,-93.13,Report from mPING: Trees uprooted or snapped; Roof blown off. (LZK),2023-06-18 06:42:00
3345,317,71,2 NNW Dardanelle,Yell,AR,35.25,-93.17,A PWS near Dardanelle L/D measured a 71 mph gust. (LZK),2023-06-18 06:45:00
3346,318,63,Russellville Regional A,Pope,AR,35.26,-93.09,(LZK),2023-06-18 06:45:00
3347,319,UNK,2 SE Cleora,Delaware,OK,36.56,-94.94,a few weak trees uprooted... a few homes with gutters ripped off... many large branches down... small branches and leaves everywhere. Relayed via twitter. (TSA),2023-06-18 06:45:00
3348,320,75,1 WNW Grove,Delaware,OK,36.6,-94.79,Large branches down didnt see any major tree damage power still on here no downed power lines winds were around 70-80 mph with leading edge of storm. (TSA),2023-06-18 06:45:00
3349,321,UNK,Aplin,Perry,AR,34.98,-92.98,Multiple trees down. (LZK),2023-06-18 06:46:00
3350,322,UNK,Atkins,Pope,AR,35.25,-92.95,Corrects previous tstm wnd dmg report from Atkins. Trees blown down. (LZK),2023-06-18 06:46:00
3351,323,UNK,4 N Grove,Delaware,OK,36.66,-94.78,Report of tree and shingle damage. (TSA),2023-06-18 06:46:00
3352,324,UNK,Dover,Pope,AR,35.41,-93.11,Power poles snapped.... (LZK),2023-06-18 06:48:00
3353,325,UNK,3 ENE South West City,McDonald,MO,36.54,-94.56,Several trees down in the Noel and Southwest city area. Time estimated via radar. (SGF),2023-06-18 06:50:00
3354,326,64,Grove,Delaware,OK,36.59,-94.77,(TSA),2023-06-18 06:55:00
3355,327,UNK,2 SSE Burtsell,Clark,AR,33.92,-93.28,Trees blown down. (LZK),2023-06-18 06:56:00
3356,328,UNK,2 SE Grape,Saline,AR,34.62,-92.63,Trees blown down. (LZK),2023-06-18 06:56:00
3357,329,UNK,1 NNW Rosston,Nevada,AR,33.59,-93.28,Reports of trees down and damage all over the county. (SHV),2023-06-18 06:57:00
3358,330,UNK,7 W Anderson,McDonald,MO,36.66,-94.57,delayed report from early sunday morning of numerous large trees down. three siding panels on west side of building removed. (SGF),2023-06-18 06:57:00
3359,331,UNK,Anderson,McDonald,MO,36.65,-94.44,tree down into an electric transfomer in Anderson. (SGF),2023-06-18 07:00:00
3360,332,UNK,Springdale,Washington,AR,36.19,-94.13,Uprooted large tree. Photo shared via broadcast media twitter. (TSA),2023-06-18 07:05:00
3361,333,UNK,2 ESE Goodman,McDonald,MO,36.73,-94.36,Pictures sent to the office email of large trees uprooted and limbs snapped off large... healthy trees. Some trees snapped 12 to 15 feet high. (SGF),2023-06-18 07:07:00
3362,334,UNK,Goodman,McDonald,MO,36.74,-94.4,Several trees down in the Goodman Area. (SGF),2023-06-18 07:08:00
3363,335,UNK,Neosho,Newton,MO,36.87,-94.37,Several photos posted to Facebook of large... healthy trees uprooted... limbs down... limbs coming through outbuildings. (SGF),2023-06-18 07:17:00
3364,336,UNK,1 S Conway,Faulkner,AR,35.07,-92.46,Report from mPING: 3-inch tree limbs broken; Power poles broken. (LZK),2023-06-18 07:18:00
3365,337,UNK,1 NNW Beaver,Carroll,AR,36.49,-93.77,Large tree down... many branches broken at Holiday Island. (TSA),2023-06-18 07:19:00
3366,338,UNK,Seligman,Barry,MO,36.52,-93.94,delayed report. limbs down across roadway near Seligman. (SGF),2023-06-18 07:21:00
3367,339,62,Neosho,Newton,MO,36.87,-94.37,(SGF),2023-06-18 07:22:00
3368,340,UNK,Quapaw Quarter,Pulaski,AR,34.73,-92.28,Tree limbs blown down. (LZK),2023-06-18 07:25:00
3369,341,UNK,Columbus,Cherokee,KS,37.17,-94.84,A large limb was broken out of a tree. (SGF),2023-06-18 07:25:00
3370,342,UNK,4 SE Saginaw,Newton,MO,36.98,-94.43,Photos posted to Facebook of downed tree limbs. (SGF),2023-06-18 07:28:00
3371,343,UNK,Granby,Newton,MO,36.92,-94.26,Several large branches reported down due to high winds. (SGF),2023-06-18 07:30:00
3372,344,UNK,Diamond,Newton,MO,36.99,-94.32,Corrects previous tstm wnd dmg report from Diamond. Photo posted to Facebook of the top of a healthy tree being stripped. (SGF),2023-06-18 07:30:00
3373,345,UNK,1 N Gibson,Pulaski,AR,34.91,-92.23,Trees down. (LZK),2023-06-18 07:34:00
3374,346,UNK,Bearden,Ouachita,AR,33.73,-92.61,Reports of numerous trees down across portions of northern and northeastern Ouachita County. (LZK),2023-06-18 07:40:00
3375,347,69,3 N Ritchey,Newton,MO,36.99,-94.18,69 mph wind reported by amateur radio halfway between Diamond and Wentworth. (SGF),2023-06-18 07:40:00
3376,348,UNK,Duenweg,Jasper,MO,37.08,-94.41,Several large limbs from 3 to 8 inches in diameter were reported down by high winds. (SGF),2023-06-18 07:44:00
3377,349,UNK,4 S Cape Fair,Stone,MO,36.67,-93.51,delayed report of 2 trees down across the roadway at hideaway road. (SGF),2023-06-18 07:48:00
3378,350,UNK,Sarcoxie,Jasper,MO,37.07,-94.12,Delayed Reports from Sarcoxie: Minor roof damage to residential housing... Significant size tree limbs down in random places throughout the city... One large tree knock (SGF),2023-06-18 07:52:00
3379,351,UNK,Webb City,Jasper,MO,37.15,-94.48,large tree branches down on house. (SGF),2023-06-18 07:53:00
3380,352,58,1 NE Airport Drive,Jasper,MO,37.15,-94.5,ASOS station KJLN Joplin ASOS. (SGF),2023-06-18 07:53:00
3381,353,UNK,3 WSW Reeds Spring,Stone,MO,36.74,-93.42,A power pole was reported down along Highway 76. Delayed Report. (SGF),2023-06-18 07:56:00
3382,354,UNK,Carthage,Jasper,MO,37.18,-94.31,Corrects previous tstm wnd dmg report from Carthage. Tree limbs down into power lines... blew transformer. City police reports multiple tree limbs down throughout Carth (SGF),2023-06-18 07:56:00
3383,355,UNK,2 S Grand Lake,Chicot,AR,33.07,-91.21,Tin roof blown off house and large branches knocked down. (JAN),2023-06-18 08:00:00
3384,356,UNK,1 NE Reeds Spring,Stone,MO,36.76,-93.37,delayed report. tree down blocking the roadway on east highway 248. (SGF),2023-06-18 08:00:00
3385,357,UNK,3 N Galena,Stone,MO,36.85,-93.47,delayed report of tree down at state highway AA. (SGF),2023-06-18 08:02:00
3386,358,60,Searcy,White,AR,35.24,-91.73,60 mph wind gust reported. (LZK),2023-06-18 08:13:00
3387,359,UNK,Searcy,White,AR,35.25,-91.73,Several trees and powerlines are down across the county. (LZK),2023-06-18 08:14:00
3388,360,UNK,1 WSW Nixa,Christian,MO,37.04,-93.31,tree down in southwest Nixa. (SGF),2023-06-18 08:23:00
3389,361,UNK,2 SW Crossett,Ashley,AR,33.11,-91.99,A destructive thunderstorm complex resulted in widespread damaging winds across Ashley County in the predawn of June 18th... 2023. While much of the county experienced (JAN),2023-06-18 08:25:00
3390,362,UNK,1 SW Crossett,Ashley,AR,33.12,-91.98,Corrects previous tstm wnd dmg report from 1 SW Crossett. 36 inch tree down on house. (JAN),2023-06-18 08:25:00
3391,363,UNK,Atkins,Pope,AR,35.25,-92.95,Trees blown down. (LZK),2023-06-18 08:26:00
3392,364,UNK,5 W Theodosia,Taney,MO,36.58,-92.77,delayed report of tree down on highway 160 near Ozark/Taney county line. (SGF),2023-06-18 08:28:00
3393,365,UNK,4 NNE Rueter,Taney,MO,36.66,-92.85,delayed report of trees down at state highway 125 and gladetop trail. (SGF),2023-06-18 08:28:00
3394,366,UNK,1 SSE Hooker,Jefferson,AR,34.11,-91.88,Report from mPING: 3-inch tree limbs broken; Power poles broken. (LZK),2023-06-18 08:30:00
3395,367,UNK,2 SSE Crossett,Ashley,AR,33.1,-91.95,Corrects previous tstm wnd dmg report from 2 SSE Crossett. Trees down across US HWY 133. (JAN),2023-06-18 08:34:00
3396,368,UNK,Augusta,Woodruff,AR,35.29,-91.37,Several trees down in and near Augusta. Time estimated from radar. (LZK),2023-06-18 08:36:00
3397,369,UNK,Augusta,Woodruff,AR,35.29,-91.36,Trees blown over. (LZK),2023-06-18 08:41:00
3398,370,UNK,Clarksville,Red River,TX,33.61,-95.05,Tree downed onto a power line on South Cedar Street in Clarksville. (SHV),2023-06-18 08:45:00
3399,371,UNK,4 W Umber View Heights,Cedar,MO,37.63,-93.87,utility company reporting widespread outages with powerlines down. Highest concentration of outages just west of Stockton Lake. (SGF),2023-06-18 08:57:00
3400,372,UNK,2 NE Portland,Ashley,AR,33.26,-91.49,Corrects previous tstm wnd dmg report from 2 NE Portland. Trees down across county road 52. (JAN),2023-06-18 09:00:00
3401,373,UNK,1 NNE Oak Grove,West Carroll,LA,32.87,-91.39,Trees and power lines down across HWY 17... Gaddis street... and Koerner street. (JAN),2023-06-18 09:06:00
3402,374,UNK,3 SSE Vanndale,Cross,AR,35.27,-90.76,Numerous trees blocking cr 367. (MEG),2023-06-18 09:14:00
3403,375,UNK,Dora,Ozark,MO,36.78,-92.22,Delayed report of a tree blown over into power lines in the Dora area. (SGF),2023-06-18 09:20:00
3404,376,UNK,1 SW Crossett,Ashley,AR,33.12,-91.98,36 inch tree down on house. (JAN),2023-06-18 09:25:00
3405,377,UNK,3 NNW Charity,Dallas,MO,37.55,-93.04,A large tree was uprooted and fell on the corner of a home causing minor roof and gutter damage. (SGF),2023-06-18 09:25:00
3406,378,UNK,2 SSE Crossett,Ashley,AR,33.1,-91.95,Trees down across US HWY 133. (JAN),2023-06-18 09:34:00
3407,379,UNK,8 ESE North Crossett,Ashley,AR,33.11,-91.83,Trees down across US HWY 425. (JAN),2023-06-18 09:37:00
3408,380,UNK,1 SSE Hamburg,Ashley,AR,33.21,-91.79,Trees down at Hamburg High School. (JAN),2023-06-18 09:44:00
3409,381,UNK,Koshkonong,Oregon,MO,36.6,-91.64,Delayed report of a tree blown over into powerlines in the Koshkonong area. (SGF),2023-06-18 09:45:00
3410,382,UNK,2 NE Portland,Ashley,AR,33.26,-91.49,Trees down across county road 52. (JAN),2023-06-18 10:00:00
3411,383,UNK,1 SW Dunn,Richland,LA,32.45,-91.59,A couple lines down and power out on the E side of the parish. (JAN),2023-06-18 10:05:00
3412,384,UNK,1 SW North Crossett,Ashley,AR,33.16,-91.94,Multiple trees and powerlines down in North Crossett. (JAN),2023-06-18 10:05:00
3413,385,UNK,1 E Garland,Lafayette,AR,33.36,-93.7,EM reported tree down blocking eastbound lanes of US 82 just east of the Red River bridge. Vehicle hit the fallen tree with no injuries. (SHV),2023-06-18 10:05:00
3414,386,UNK,4 WNW Flowers,Warren,MS,32.42,-90.74,Multiple trees down across the N part of the county. (JAN),2023-06-18 10:13:00
3415,387,58,MEM Airport,Shelby,TN,35.05,-89.99,MEM METAR measured 26031G50KT at 514AM CDT. (MEG),2023-06-18 10:14:00
3416,388,UNK,Hernando,DeSoto,MS,34.82,-89.99,trees and power lines down on west commerce st just east of hwy 51 in Hernando. (MEG),2023-06-18 10:15:00
3417,389,UNK,5 SSW Lewisburg,DeSoto,MS,34.8,-89.83,Trees down across the road near the intersection of Holly Springs Rd and Gitter Rd. (MEG),2023-06-18 10:25:00
3418,390,UNK,1 NNW Ellendale,Shelby,TN,35.25,-89.85,large tree down near Ellendale Rd. Time is radar estimated. (MEG),2023-06-18 10:25:00
3419,391,UNK,Knoxville,Johnson,AR,35.38,-93.36,Trees down in Knoxville. (LZK),2023-06-18 10:33:00
3420,392,UNK,Holly Springs,Marshall,MS,34.78,-89.44,Corrects time of Holly Springs report. Time is radar estimated. Several Trees down reported throughout Holly Springs. (MEG),2023-06-18 10:51:00
3421,393,UNK,2 ESE Noxapater,Winston,MS,32.98,-89.04,Social media reported multiple trees down near Hwy 490 at Quinn Rd and on Bond Rd. (JAN),2023-06-18 11:15:00
3422,394,UNK,3 W Vernon,Winston,MS,32.98,-88.98,Trees down along Hwy 490. (JAN),2023-06-18 11:17:00
3423,395,UNK,1 WNW Somerville,Fayette,TN,35.24,-89.37,Trees down across hwy 64 in somerville. (MEG),2023-06-18 11:17:00
3424,396,UNK,8 SW Dancyville,Fayette,TN,35.35,-89.4,Tree down across hwy 222. (MEG),2023-06-18 11:19:00
3425,397,UNK,1 WSW Ellison Ridge,Winston,MS,33.06,-88.9,Tree on a home along Eaves Road... no injuries. (JAN),2023-06-18 11:20:00
3426,398,UNK,3 SSW Boon,Winston,MS,33.07,-88.97,trees down. (JAN),2023-06-18 11:20:00
3427,399,UNK,2 NNE Ellison Ridge,Winston,MS,33.1,-88.87,Trees down along Hwy 14 and Perkinsville Rd. (JAN),2023-06-18 11:25:00
3428,400,UNK,2 SW Mashulaville,Noxubee,MS,33.06,-88.77,Trees down along Hwy 490. (JAN),2023-06-18 11:30:00
3429,401,UNK,3 ENE Gholson,Noxubee,MS,32.95,-88.69,Trees down on MS hwy 21. (JAN),2023-06-18 11:33:00
3430,402,UNK,2 S Bernice,Union,LA,32.79,-92.66,Trees were downed across Double Bridges Road near Bernice. (SHV),2023-06-18 11:37:00
3431,403,UNK,1 N Bernice,Union,LA,32.84,-92.65,Trees down across Pisgah Church Road in Bernice. (SHV),2023-06-18 11:37:00
3432,404,UNK,4 E Bernice,Union,LA,32.82,-92.59,A large tree was blown down across Newman Road near the intersection of Tommy Green Road. (SHV),2023-06-18 11:39:00
3433,405,UNK,5 ESE Thaxton,Pontotoc,MS,34.28,-89.1,Tree fell partially on a house at 5309 Hwy 336... Pontotoc. Several trees down across the Pontotoc area as well. (MEG),2023-06-18 11:42:00
3434,406,UNK,3 W Farmerville,Union,LA,32.78,-92.45,Trees down on Scotts Hideaway Road... Corney Creek Drive... Spring Lake Road... Webster Bluff Road... Sandfield Road... and Masonic Road. (SHV),2023-06-18 11:48:00
3435,407,UNK,4 E Rockport,Simpson,MS,31.81,-90.09,Several trees were reported down across roads in southwestern Simpson County. (JAN),2023-06-18 11:53:00
3436,408,UNK,1 SSW Farmerville,Union,LA,32.76,-92.41,Trees were downed across Cox Ferry Road... West Bayou Street... James Avenue... and Park Street within the Farmerville city limits. (SHV),2023-06-18 11:53:00
3437,409,UNK,7 ENE Spearsville,Union,LA,32.97,-92.49,A tree was downed across Highway 550 near Lem Road in the Laran community. (SHV),2023-06-18 11:53:00
3438,0,UNK,1 S I-20 Welcome Center,Sumter,AL,32.43,-88.4,Tree down on CR 76 near Snack Shop Rd. (BMX),2023-06-18 12:11:00
3439,1,UNK,1 SSW Cuba,Sumter,AL,32.43,-88.38,Two large pecans uprooted. (BMX),2023-06-18 12:12:00
3440,2,UNK,Aliceville,Pickens,AL,33.13,-88.15,Trees down on HWY 14 in Aliceville. 911 reports numerous trees down throughout the south end of the county. (BMX),2023-06-18 12:13:00
3441,3,UNK,2 ESE New Hebron,Jefferson Davis,MS,31.72,-89.96,Tree down across Hwy 42. (JAN),2023-06-18 12:15:00
3442,4,UNK,1 SW Bluffport,Sumter,AL,32.59,-88.12,Tree down on Bluffport Rd. (BMX),2023-06-18 12:21:00
3443,5,UNK,2 W Kirk,Pickens,AL,33.24,-87.91,Trees and powerlines down on Mars Hill Rd. (BMX),2023-06-18 12:25:00
3444,6,UNK,6 SSE Texarkana,Miller,AR,33.37,-93.98,County Sheriff dispatch center received reports of multiple trees down along Rondo Rd near East St in Texarkana. (SHV),2023-06-18 12:28:00
3445,7,UNK,3 E Glade,Jones,MS,31.66,-89.06,Report of lots of trees downed on lower Myrick rd. (JAN),2023-06-18 12:30:00
3446,8,UNK,3 SW Boligee,Greene,AL,32.73,-88.06,Tree down I-20 mile marker 29. (BMX),2023-06-18 12:37:00
3447,9,UNK,1 NNE Boligee,Greene,AL,32.76,-88.02,2 trees down on October Lane in Boligee. (BMX),2023-06-18 12:38:00
3448,10,UNK,Holly Springs,Marshall,MS,34.78,-89.44,Several Trees down reported throughout Holly Springs. (MEG),2023-06-18 12:42:00
3449,11,UNK,Lewisville,Lafayette,AR,33.36,-93.58,Power lines were downed on 6th Street in Lewisville. (SHV),2023-06-18 12:52:00
3450,12,UNK,15 WSW Bradley,Miller,AR,33.02,-93.89,County Sheriff dispatch center received reports of trees down along 71 just north of the Louisiana state line. (SHV),2023-06-18 13:06:00
3451,13,UNK,Laurel,Jones,MS,31.7,-89.13,Numerous trees and power lines are down in the Laurel area... including report of a tree on a house and vehicles... and trees blocking a roadway. (JAN),2023-06-18 13:15:00
3452,14,UNK,5 W Brownsville,Hinds,MS,32.46,-90.53,Emergency management reported a tree down near Farr Rd. (JAN),2023-06-18 14:00:00
3453,15,UNK,2 NNE Homewood,Scott,MS,32.27,-89.5,Scattered trees down in the S part of the county. (JAN),2023-06-18 14:55:00
3454,16,UNK,3 WNW Fellowship,Jasper,MS,32.21,-88.99,Trees down along CR 24. (JAN),2023-06-18 15:28:00
3455,17,UNK,1 S Rose Hill,Jasper,MS,32.13,-88.99,Trees down on cr 1824 in the Rose Hill community. (JAN),2023-06-18 15:30:00
3456,18,UNK,3 SSW Fellowship,Jasper,MS,32.16,-88.95,Trees down along hwy 513. (JAN),2023-06-18 15:31:00
3457,19,UNK,2 NW Pachuta,Clarke,MS,32.06,-88.91,Tree across the exit ramp of I-59. (JAN),2023-06-18 15:37:00
3458,20,UNK,2 SW Malbis,Baldwin,AL,30.64,-87.88,Trees and power lines down at Montclair Loop. (MOB),2023-06-18 15:38:00
3459,21,UNK,2 NE Loxley,Baldwin,AL,30.63,-87.73,Tree down across County Road 68 near Loxley. (MOB),2023-06-18 15:40:00
3460,22,UNK,Stonewall,Clarke,MS,32.13,-88.79,Trees were reported down in the city of Stonewall. (JAN),2023-06-18 15:43:00
3461,23,UNK,2 NE De Soto,Clarke,MS,31.99,-88.69,Trees down on cr 110. (JAN),2023-06-18 15:50:00
3462,24,UNK,6 ENE Quitman,Clarke,MS,32.08,-88.63,Widespread tree and power line damage across much of the county. (JAN),2023-06-18 15:54:00
3463,25,UNK,Milton,Santa Rosa,FL,30.63,-87.05,Numerous reports of downed trees in Milton FL. (MOB),2023-06-18 16:11:00
3464,26,59,1 SSW Milton Near Whiti,Santa Rosa,FL,30.72,-87.02,(MOB),2023-06-18 16:19:00
3465,27,UNK,Coffeeville,Clarke,AL,31.76,-88.09,Delayed EMA report of trees block W Bend Rd. Time using radar. (MOB),2023-06-18 16:38:00
3466,28,UNK,1 W Coffeeville,Clarke,AL,31.76,-88.1,Delayed EMA reports large tree blocking rd near 100 Hwy 84 in Coffeeville. Time using radar. (MOB),2023-06-18 16:40:00
3467,29,UNK,3 SSE Woods Bluff,Clarke,AL,31.89,-88.03,Delayed EMA report of trees blocking rd at Hwy 69 and Witch Creek Rd. Time using radar. (MOB),2023-06-18 16:42:00
3468,30,UNK,3 E Holtamville,Marengo,AL,31.99,-87.89,Tree down on Sumter Rodgers Rd. (BMX),2023-06-18 16:42:00
3469,31,UNK,1 ENE Owens Crossroads,Madison,AL,34.59,-86.45,Photo received on social media of a tree down over the road near the 400 block of Wilson Mann Rd. Time estimated by radar. (HUN),2023-06-18 16:56:00
3470,32,UNK,Grove Hill,Clarke,AL,31.71,-87.78,Numerous reports of trees and power lines down in the Grove Hill AL area. (MOB),2023-06-18 16:59:00
3471,33,UNK,1 NNE Grove Hill,Clarke,AL,31.72,-87.77,Large Oak tree downed on Church St. (MOB),2023-06-18 17:02:00
3472,34,75,1 N Destin,GMZ635,FL,30.41,-86.5,Peacocks Point Dr. wind recording from Tempest equipment. (MOB),2023-06-18 17:05:00
3473,35,UNK,1 NNE Ocean City,Okaloosa,FL,30.46,-86.61,Report from mPING: 1-inch tree limbs broken; Shingles blown off. (MOB),2023-06-18 17:05:00
3474,36,UNK,Tallahatta Springs,Clarke,AL,31.91,-87.87,Large oak tree uprooted at Tallahatta Springs Rd and Rush Rd. (MOB),2023-06-18 17:05:00
3475,37,UNK,3 S Tulsa,Tulsa,OK,36.1,-95.92,Large tree down near I-44 and Yale. Time estimated by radar. (TSA),2023-06-18 17:14:00
3476,38,76,1 N Destin,Okaloosa,FL,30.41,-86.5,Tempest station recorded first severe gust at 1215pm and continued gusting between 73-78mph for 25 min. (MOB),2023-06-18 17:15:00
3477,39,UNK,5 WNW Claiborne,Clarke,AL,31.56,-87.59,Delayed EMA report of trees block Chawktaw Creek rd in Whatley. Time using radar. (MOB),2023-06-18 17:15:00
3478,40,UNK,5 WNW Claiborne,Clarke,AL,31.58,-87.59,Delayed EMA reports trees and powerlines down on Gosport Landing Rd. Time using radar. (MOB),2023-06-18 17:15:00
3479,41,59,5 SSW Freeport,Walton,FL,30.44,-86.16,Tempest weather station at Bay Grove Road. (TAE),2023-06-18 17:20:00
3480,42,UNK,3 S Broken Arrow,Tulsa,OK,36.02,-95.79,press box destroyed at Broken Arrow Freshman Academy football field. (TSA),2023-06-18 17:23:00
3481,43,UNK,3 NNE Oneta,Wagoner,OK,36.06,-95.69,Tree down on the roadway at Kenosha and 257th east ave. (TSA),2023-06-18 17:28:00
3482,44,78,1 N Destin,GMZ635,FL,30.41,-86.5,Peacocks Point Dr. wind recording from Tempest equipment. (MOB),2023-06-18 17:40:00
3483,45,UNK,2 ESE Repton,Conecuh,AL,31.4,-87.21,Trees and power lines down along Ryals road. (MOB),2023-06-18 17:43:00
3484,46,UNK,Burnt Corn,Monroe,AL,31.55,-87.17,Trees down and a car damaged by a fallen tree. (MOB),2023-06-18 17:48:00
3485,47,UNK,Lenox,Conecuh,AL,31.34,-87.19,Trees down. (MOB),2023-06-18 17:50:00
3486,48,UNK,Evergreen,Conecuh,AL,31.43,-86.96,Tree down on a house with damage. (MOB),2023-06-18 17:56:00
3487,49,UNK,Castleberry,Conecuh,AL,31.3,-87.02,Trees and power lines down. (MOB),2023-06-18 17:59:00
3488,50,UNK,Nymph,Conecuh,AL,31.34,-86.94,Trees down. (MOB),2023-06-18 18:01:00
3489,51,UNK,1 E Pfn-Bay County Airp,Bay,FL,30.21,-85.66,10-inch tree snapped and blown into power line on west side of Jenks Avenue near 34th. (TAE),2023-06-18 18:09:00
3490,52,UNK,1 ESE Springfield,Bay,FL,30.16,-85.59,A pine tree at least 10 inches in diameter snapped near the Walmart. (TAE),2023-06-18 18:11:00
3491,53,UNK,Cedar Grove,Bay,FL,30.17,-85.62,Oak tree uprooted near the corner of 14th Street and East Avenue. (TAE),2023-06-18 18:11:00
3492,54,UNK,1 W Springfield,Bay,FL,30.17,-85.62,HAM radio operator reported a large tree down near E 11th St and School Avenue. (TAE),2023-06-18 18:16:00
3493,55,UNK,1 E Elba,Coffee,AL,31.41,-86.07,Several power lines reported down in Elba. (TAE),2023-06-18 19:00:00
3494,56,70,3 S Howells,Covington,AL,31.01,-86.2,70mph winds in finks mill road in Covington county side. Time using radar. (MOB),2023-06-18 19:05:00
3495,57,UNK,3 SW Richburg,Coffee,AL,31.36,-85.99,Widespread trees reported down across Coffee County. (TAE),2023-06-18 19:11:00
3496,58,UNK,2 WNW Bethalto,Madison,IL,38.91,-90.08,Delayed report. A small microburst uprooted a large tree and snapped a few other trees and large tree limbs... some landing on structures. Photos also show numerous sma (LSX),2023-06-18 19:25:00
3497,59,UNK,2 NE Cape San Blas,Gulf,FL,29.68,-85.32,Report from mPING: 1-inch tree limbs broken; Shingles blown off. (TAE),2023-06-18 19:26:00
3498,60,UNK,Dillard,Dale,AL,31.51,-85.7,Tree down in 4100 block of Hwy 231 N... blocking one lane on southbound side of the highway. (TAE),2023-06-18 19:30:00
3499,61,UNK,Diamond,Newton,MO,36.99,-94.32,Photo posted to Facebook of the top of a healthy tree being stripped. (SGF),2023-06-18 19:30:00
3500,62,UNK,1 WSW Bethlehem,Holmes,FL,30.92,-85.75,Tree down on Flowing Well Road just south of Monroe Paul Road. (TAE),2023-06-18 19:37:00
3501,63,UNK,Newton,Dale,AL,31.33,-85.6,Numerous trees and powerlines down in Newton. (TAE),2023-06-18 19:37:00
3502,64,UNK,1 NE Ozark,Dale,AL,31.46,-85.64,Several trees reported down in Ozark. (TAE),2023-06-18 19:40:00
3503,65,UNK,Carthage,Jasper,MO,37.18,-94.31,Tree limbs down into power lines... blew transformer. City police reports multiple tree limbs down throughout Carthage. (SGF),2023-06-18 19:56:00
3504,66,UNK,3 WSW Bascom,Jackson,FL,30.91,-85.16,Trees reported down between Greenwood and Malone. (TAE),2023-06-18 20:22:00
3505,67,UNK,Columbia,Houston,AL,31.29,-85.11,Power line down in Columbia. (TAE),2023-06-18 20:29:00
3506,68,UNK,3 SW Recovery,Decatur,GA,30.73,-84.76,Some trees down along Faceville Highway near the county line. (TAE),2023-06-18 20:58:00
3507,69,UNK,District Path,Twiggs,GA,32.62,-83.37,At least 15 trees downed and several power lines down on GA96 just south of Jeffersonville exit. (FFC),2023-06-18 21:40:00
3508,70,UNK,2 W Birdell,Randolph,AR,36.24,-91.12,Trees down near the intersection of Hwy 62 and Squirrel Rd. (LZK),2023-06-18 21:55:00
3509,71,UNK,2 S Pocahontas,Randolph,AR,36.24,-90.97,A few trees were uprooted a couple miles south of Pocahontas. (LZK),2023-06-18 22:05:00
3510,72,UNK,O'Kean,Randolph,AR,36.17,-90.81,Trees down in Okean. (LZK),2023-06-18 22:21:00
3511,73,UNK,5 SW Towns,Telfair,GA,31.96,-82.82,5 to 6 trees down near Mt Calvary Church Rd and county road 160. (FFC),2023-06-18 22:22:00
3512,74,71,7 NW Palmetto,GMZ830,FL,27.6,-82.65,Mesonet station XSKY Skyway Fishing Pier. (TBW),2023-06-18 23:25:00
3513,75,UNK,12 W El Dorado,Union,AR,33.22,-92.87,Several trees reported down on the western side of the county. (SHV),2023-06-19 01:05:00
3514,76,UNK,Moro Bay State Park,Bradley,AR,33.3,-92.35,Numerous trees down within the park per park rangers. Bradley County Sheriffs Office also has reports of trees down in southern Bradley County. Time estimated from rada (LZK),2023-06-19 01:24:00
3515,77,UNK,2 SW Carthage,Leake,MS,32.72,-89.56,Trees were reported down across Leake county. (JAN),2023-06-19 01:40:00
